source airport,source airport name,source city,source country,source lat,source lon,destination airport,destination airport name,destination city,destination country,destination lat,destination lon,equipment
MIA,MIAMI INTERNATIONAL,MIAMI,USA,25.793,-80.291,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,734
MRD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA,8.582,-71.161,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,F50
PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10.912,-63.966,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,732
PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10.912,-63.966,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,732
PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,9.071,-79.383,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,734
PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8.288,-62.76,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,732
PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8.288,-62.76,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,F50
VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10.158,-67.927,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689,732
VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10.158,-67.927,MAR,LA CHINITA INTERNATIONAL,MARACAIBO,VENEZUELA,10.558,-71.728,732
VLV,DR ANTONIO NICOLAS BRICENO,VALERA,VENEZUELA,9.341,-70.584,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,F50
AJL,AIZAWL,AIZWAL,INDIA,23.746,92.803,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,320
AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738 73W
ATQ,AMRITSAR,AMRITSAR,INDIA,31.707,74.799,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,320
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,73H 320
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H 320
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,CCJ,CALICUT,CALICUT,INDIA,11.136,75.955,320
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H 320
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,73H
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,73H
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,KWI,KUWAIT INTERNATIONAL,KUWAIT,KUWAIT,29.227,47.98,73H
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,73H
AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,320
BAH,BAHRAIN INTERNATIONAL,BAHRAIN,BAHRAIN,26.271,50.634,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
BDQ,VADODARA,BARODA,INDIA,22.336,73.226,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73W 738 73H
BHJ,BHUJ,BHUJ,INDIA,23.288,69.67,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73G 738
BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,AT7
BHU,BHAVNAGAR,BHAUNAGAR,INDIA,21.752,72.185,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73G
BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,739 73H
BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,320 73H
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738 73W 73H 739
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,AT7
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H 738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,GOI,GOA,GOA,INDIA,15.381,73.833,AT7
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,AT7
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,AT7 738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,739 AT7 738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,PNQ,PUNE,PUNE,INDIA,18.582,73.919,738
BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H 320
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BAH,BAHRAIN INTERNATIONAL,BAHRAIN,BAHRAIN,26.271,50.634,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BDQ,VADODARA,BARODA,INDIA,22.336,73.226,73W 738 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BHJ,BHUJ,BHUJ,INDIA,23.288,69.67,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337,73G
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BHU,BHAVNAGAR,BHAUNAGAR,INDIA,21.752,72.185,73G
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,73H 739
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738 73W 739 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,332 333
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,CCJ,CALICUT,CALICUT,INDIA,11.136,75.955,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,73H 738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,CMB,BANDARANAIKE INTERNATIONAL,COLOMBO,SRI LANKA,7.181,79.884,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,739 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,739 73H 738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,DOH,DOHA INTERNATIONAL,DOHA,QATAR,25.261,51.565,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,GOI,GOA,GOA,INDIA,15.381,73.833,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,77W
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,738 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,73H 73G
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,IXC,CHANDIGARH,CHANDIGARH,INDIA,30.673,76.788,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,IXU,AURANGABAD,AURANGABAD,INDIA,19.863,75.398,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,JAI,JAIPUR,JAIPUR,INDIA,26.824,75.81,73W
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,JED,KING ABDULAZIZ INTERNATIONAL,JEDDAH,SAUDI ARABIA,21.679,39.156,739
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,SOUTH AFRICA,-26.139,28.246,332
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,KTM,TRIBHUVAN INTERNATIONAL,KATHMANDU,NEPAL,27.696,85.359,73H 739
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,772
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,KWI,KUWAIT INTERNATIONAL,KUWAIT,KUWAIT,29.227,47.98,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461,77W
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,LKO,LUCKNOW,LUCKNOW,INDIA,26.761,80.886,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,738 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,MCT,SEEB INTERNATIONAL,MUSCAT,OMAN,23.593,58.284,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,NAG,NAGPUR,NAGPUR,INDIA,21.092,79.047,73G
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,NRT,NEW TOKYO INTERNATIONAL,TOKYO,JAPAN,35.765,140.386,737
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,PNQ,PUNE,PUNE,INDIA,18.582,73.919,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,RAJ,RAJKOT,RAJKOT,INDIA,22.309,70.779,73G
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739,738
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,RUH,KING KHALED INTERNATIONAL,RIYADH,SAUDI ARABIA,24.957,46.699,739 73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,73H
BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,UDR,UDAIPUR,UDAIPUR,INDIA,24.617,73.913,73H 73G
BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,333 332
BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,333
BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,EWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40.692,-74.169,333
BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,CANADA,43.677,-79.631,332 333
CCJ,CALICUT,CALICUT,INDIA,11.136,75.955,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,320
CCJ,CALICUT,CALICUT,INDIA,11.136,75.955,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AJL,AIZAWL,AIZWAL,INDIA,23.746,92.803,AT7
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738 73H
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,IXA,AGARTALA,AGARTALA,INDIA,23.889,91.241,AT7
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,IXB,BAGDOGRA,BAGHDOGRA,INDIA,26.681,88.328,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,IXR,BIRSA MUNDA,RANCHI,INDIA,23.315,85.321,AT7
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,IXS,SILCHAR,SILCHAR,INDIA,24.913,92.979,AT7
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,IXZ,PORT BLAIR,PORT BLAIR,INDIA,11.646,92.733,738
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,PAT,PATNA,PATINA,INDIA,25.591,85.088,AT7
CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,VNS,VARANASI,VARANASI,INDIA,25.452,82.859,AT7
CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,AT7
CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,AT7
CMB,BANDARANAIKE INTERNATIONAL,COLOMBO,SRI LANKA,7.181,79.884,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,739 73H
DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,738
DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
DED,DEHRADUN,DEHRA DUN,INDIA,30.187,78.18,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632,73W 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,ATQ,AMRITSAR,AMRITSAR,INDIA,31.707,74.799,738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H 320
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337,AT7
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738 73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,739 738 73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,333
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398,738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,DED,DEHRADUN,DEHRA DUN,INDIA,30.187,78.18,738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,DOH,DOHA INTERNATIONAL,DOHA,QATAR,25.261,51.565,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,332 77W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,73W 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IXB,BAGDOGRA,BAGHDOGRA,INDIA,26.681,88.328,73W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IXC,CHANDIGARH,CHANDIGARH,INDIA,30.673,76.788,738 AT7
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IXJ,JAMMU,JAMMU,INDIA,32.69,74.838,73H 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IXL,LEH,LEH,INDIA,34.136,77.546,73W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,IXR,BIRSA MUNDA,RANCHI,INDIA,23.315,85.321,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,JAI,JAIPUR,JAIPUR,INDIA,26.824,75.81,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,KTM,TRIBHUVAN INTERNATIONAL,KATHMANDU,NEPAL,27.696,85.359,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,333 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461,77W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,LKO,LUCKNOW,LUCKNOW,INDIA,26.761,80.886,AT7 73W 739 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,73H 738
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,PAT,PATNA,PATINA,INDIA,25.591,85.088,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,PNQ,PUNE,PUNE,INDIA,18.582,73.919,738 73H 73W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739,73W
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,SXR,SRINAGAR,SRINAGAR,INDIA,33.987,74.774,738 73H
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,UDR,UDAIPUR,UDAIPUR,INDIA,24.617,73.913,AT7
DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,VNS,VARANASI,VARANASI,INDIA,25.452,82.859,738
DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H
DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,73H
